requested_url,plain_text,published_date,title,tags,categories,author,sitename,image_url,language,language_score,responded_url,publisher,warc_path,crawl_date,text,full_text,text_clean,Topic,Topic_Probability,Topic_Name
https://www.haberturk.com/anadolu-otoyolu-nun-kocaeli-kesimindeki-trafik-kazasinda-4-kisi-yaralandi-guncel-haberler-3691476,"Anadolu Otoyolu'nun Kocaeli kesiminde kaza: 4 yaralı  Anadolu Otoyolu'nun Kocaeli kesiminde, 2 kamyon ile motosikletin karıştığı kazada 4 kişi yaralandı  Otoyolun Dilovası geçişi Ankara istikameti Tavşancıl Mahallesi mevkisinde, Adem D'nin kullandığı kereste yüklü kamyon, Sami K. idaresindeki kamyon ve Ahmet K. yönetimindeki motosiklet çarpıştı.  Kereste yüklü kamyonun devrilmesi sonucu otoyolun Ankara istikameti ulaşıma kapandı.  İhbar üzerine bölgeye polis, sağlık ve itfaiye ekipleri sevk edildi.  Yaralanan sürücüler ile motosikletteki Başak K. ambulanslarla hastaneye kaldırıldı.  Kaza nedeniyle ulaşama kapanan Ankara istikameti, araçların kaldırılması ve temizlik çalışmalarının ardından trafiğe açıldı.  Fotoğraf, AA tarafından servis edilmiştir.",2024-06-01,Anadolu Otoyolu'nun Kocaeli kesimindeki trafik kazasında 4 kişi yaralandı - Güncel haberler,,Gündem,Habertürk,Haberturk.com,,tr,0.99054354429245,https://www.haberturk.com/anadolu-otoyolu-nun-kocaeli-kesimindeki-trafik-kazasinda-4-kisi-yaralandi-guncel-haberler-3691476,haberturk.com,https://data.commoncrawl.org/crawl-data/CC-NEWS/2024/06/CC-NEWS-20240601001620-04355.warc.gz,2024-06-01T00:16:19+00:00,,Anadolu Otoyolu'nun Kocaeli kesimindeki trafik kazasında 4 kişi yaralandı - Güncel haberler .,anadolu otoyolu'nun kocaeli kesimindeki trafik kazasında 4 kişi yaralandı - güncel haberler .,0,0.055938238010223996,0_
https://www.elsoldedurango.com.mx/mundo/fallece-madre-de-michelle-obama-marian-robinson-a-los-86-anos-12011745.html,"La madre de la ex primera dama estadounidense Michelle Obama, Marian Robinson, falleció este viernes a los 86 años, según comunicó su familia en las redes sociales. ""Falleció en paz esta mañana y, ahora mismo, ninguno de nosotros sabe muy bien cómo exactamente podremos seguir adelante sin ella"", indica un mensaje firmado por los Obama en la web Medium. Robinson se mudó a la Casa Blanca durante los dos mandatos de Barack Obama (2009-2017) para ayudar en la crianza de sus nietas menores, Malia y Sasha, y dio un ""apoyo incondicional"" a la familia presidencial.   ""El único invitado que pidió conocer fue el Papa. En esos ocho años, se hizo amiga de los acomodadores y mayordomos, de la gente que hacía de la Casa Blanca una casa"", recuerdan sus allegados en la nota.  El comunicado está firmado por sus dos hijos, Michelle y Craig, sus respectivas parejas y los hijos de estos, que describen a Robinson como una mujer sencilla, discreta y dedicada a los suyos. Nacida en el sur de Chicago en 1937, Robinson, que fue secretaria, se casó con Craig Robinson, un funcionario local con el que compartió su vida hasta su muerte, en 1991, por esclerosis múltiple.",2024-05-31,"Fallece madre de Michelle Obama, Marian Robinson, a los 86 años","Michelle Obama,Madre,Muerte,",mundo,EFE,"El Sol de Durango | Noticias Locales, Policiacas, sobre México, Durango y el Mundo",https://www.elsoldemexico.com.mx/mundo/g45hkn-michelle-obama-y-su-madre-marian-robinson/ALTERNATES/LANDSCAPE_1140/Michelle%20Obama%20y%20su%20madre%20Marian%20Robinson,es,0.9893871545791626,https://www.elsoldedurango.com.mx/mundo/fallece-madre-de-michelle-obama-marian-robinson-a-los-86-anos-12011745.html,elsoldedurango.com.mx,https://data.commoncrawl.org/crawl-data/CC-NEWS/2024/06/CC-NEWS-20240601001620-04355.warc.gz,2024-06-01T00:16:20+00:00,,"Fallece madre de Michelle Obama, Marian Robinson, a los 86 años .","fallece madre de michelle obama, marian robinson, a los 86 años .",-1,0.11859242461910392,-1_
https://www.wptv.com/life/recalls/nearly-1-9-million-fiji-water-bottles-recalled-over-high-levels-of-bacteria-manganese,"Nearly 1.9 million Fiji water bottles have been recalled after testing positive for bacteria and manganese. The Food and Drug Administration said last week that firm testing of the Fiji Natural Artesian Water products revealed ""three bacterial genera"" along with the manganese, which is a mineral that your body needs to stay healthy but can become toxic if consumed in high amounts. This affected 78,533 cases carrying 24-packs of the 500 mL water bottles. They were sold in Washington and nationally online through Amazon. However, the federal agency and the water company don't want Fiji consumers to be concerned.  Recalls  Reworked sleep apnea machines are recalled (VIDEO)  Though the products were initially recalled in March, the FDA's update said the recall had been classified as a Class III, meaning it's ""a situation in which use of, or exposure to, a violative product is not likely to cause adverse health consequences,"" according to the agency's website. Manganese is used by the body to make energy, protect cells from damage, assist in blood clotting and develop strong bones and immunity, according to the National Institutes of Health. A small amount is recommended each day for humans, ranging from .003 milligrams for newborns to 2.6 milligrams for breastfeeding women. Most people in the U.S. consume enough manganese through their diet, but some people develop manganese toxicity from drinking water with high levels of it or by inhaling manganese dust from welding or mining work, per the NIH. Toxicity can show symptoms of tremors, hearing problems, mania, irritability and more.",2024-05-31,"Nearly 1.9 million Fiji water bottles recalled over high levels of bacteria, manganese","Scripps News;Recalls;Scripps News,Recalls",Recalls,Alex Arger,WPTV News Channel 5 West Palm,https://ewscripps.brightspotcdn.com/dims4/default/7de9fff/2147483647/strip/true/crop/6311x3313+0+331/resize/1200x630!/quality/90/?url=https%3A%2F%2Fewscripps.brightspotcdn.com%2Fdd%2F87%2F1f2bb25948d4a47b8196797d12c4%2Fshutterstock-1588327969.jpg,en,0.9640470147132874,https://www.wptv.com/life/recalls/nearly-1-9-million-fiji-water-bottles-recalled-over-high-levels-of-bacteria-manganese,wptv.com,https://data.commoncrawl.org/crawl-data/CC-NEWS/2024/06/CC-NEWS-20240601001620-04355.warc.gz,2024-06-01T00:16:20+00:00,,"Nearly 1.9 million Fiji water bottles recalled over high levels of bacteria, manganese .","nearly 1.9 million fiji water bottles recalled over high levels of bacteria, manganese .",10,0.19270502178769772,10_
https://www.notretemps.com/depeches/on-nous-a-mis-une-cible-une-proviseure-prend-la-justice-a-temoin-des-ravages-de-la-haine-en-ligne-92598,"""On nous a mis une cible"": une proviseure prend la justice à témoin des ravages de la haine en ligne  ""On nous a mis une cible sur la tête"": l'ex-proviseure d'un lycée d'Ivry-sur-Seine (Val-de-Marne) et sa collègue du rectorat, menacées de mort sur internet après les posts d'une lycéenne exclue pour port d'abaya, ont dénoncé les ravages de la haine en ligne devant le tribunal correctionnel de Paris vendredi. Trois jeunes gens sont mis en cause, parmi lesquels cette ancienne élève exclue de l'établissement, âgée de 19 ans. Son avocat Nabil Boudi a plaidé ""la maladresse"" d'une jeune fille ""dépressive"" et ""meurtrie"", aujourd'hui ""auto-entrepreneuse sans ressource"". Trois jours après son exclusion du lycée il y a un an, prononcé par un conseil de discipline après que toutes les possibilités de dialogue aient été explorées, elle s'était déchaînée sur TikTok et sur X. Décrite comme ""intelligente"", elle accusait son lycée d'islamophobie et relayait l'identité de la proviseure et de la conseillère du rectorat, mentant sur de supposées violences, ce qui avait déclenché une avalanche de commentaires et de retweets. ""C'était d'une violence abominable"", dans un contexte où tout le monde avait en tête l'assassinat de Samuel Paty le 16 octobre 2020, victime d'un jeune radicalisé après des messages de haine colportés sur les réseaux sociaux, a témoigné à la barre la proviseure. Cette mère de famille de 50 ans a été placée plusieurs mois sous surveillance policière, avant un départ à l'étranger dans le cadre d'une mutation. Elle a raconté comment, incrédule, elle a réalisé par son fils l'ampleur que cela prenait sur les réseaux sociaux: ""Il m'a dit: +Maman, c'est la merde, c'est en train d'être repris par tous les grands comptes!+"", a-t-elle relaté. Une affaire similaire, bientôt jugée à Paris, impliquant le proviseur du lycée parisien Maurice Ravel après une altercation avec une élève voilée, l'a convaincue de venir à la barre. - ""En danger"" - ""Je me suis mise en danger, moi et ma famille (...) j'ai pas fait ce métier pour ça"", a-t-elle dit. A Ivry-sur-Seine, sa collègue du rectorat a indiqué qu'elle ne circulait ""plus à pied mais en voiture"". Destinataire de messages comme ""Trop tard, on a ta photo!"", il lui a fallu durant plusieurs mois se méfier, changer constamment d'itinéraire, ne pas circuler avec ses proches. ""Maintenant, quand on m'appelle de loin, je réfléchis avant de me retourner"", a-t-elle confié. ""J'ai l'impression qu'il y a un million de personnes qui peuvent me reconnaître"", dit-elle, citant le nombre de vues atteint par les posts de la lycéenne exclue. Six mois de prison avec sursis ont été requis à l'encontre de cette dernière, ainsi que cinq ans d'inéligibilité et un stage de citoyenneté, pour ""harcèlement"" et ""divulgation d'information personnelle permettant d'identifier ou localiser une personne et l'exposant à un risque d'atteinte à sa personne ou ses biens"". Comme le président Eric Vivian s'interrogeait sur son absence à l'audience, l'avocate d'une partie civile, Me Florence Lec, a brandi son téléphone, après consultation du compte Instagram de la prévenue : ""Elle est aujourd'hui au Sofitel de Dubaï en train de prendre du bon temps au lieu de faire face aux victimes !"". Une peine à peine plus légère de cinq mois d'emprisonnement avec sursis a été requise contre un internaute de 20 ans, ex-élève du lycée, qui avait insulté la proviseure et l'avait menacée de revenir la ""niquer"". Le jugement a été mis en délibéré au 5 juillet. Faute d'avocat commis d'office, un étudiant de 20 ans sera lui jugé le 30 mai 2025. Il avait également mis en cause la proviseure et une autre collègue, disant avoir ""des antécédents à régler"" avec cette dernière avec un mème vidéo se voulant humoristique et montrant un homme maniant un couteau de façon menaçante. La France fête cette année les 20 ans de la loi interdisant les signes religieux à l'école (voiles, kippas, grosses croix, etc), complétée en 2023 par un texte interdisant le qamis et l'abaya.",2024-06-01,"""On nous a mis une cible"": une proviseure prend la justice à témoin des ravages de la haine en ligne",,Dépêches,Notretemps com; Afp,Notretemps.com,https://www.notretemps.com/images/notretemps/default.jpg,fr,0.9947988390922546,https://www.notretemps.com/depeches/on-nous-a-mis-une-cible-une-proviseure-prend-la-justice-a-temoin-des-ravages-de-la-haine-en-ligne-92598,notretemps.com,https://data.commoncrawl.org/crawl-data/CC-NEWS/2024/06/CC-NEWS-20240601001620-04355.warc.gz,2024-06-01T00:16:20+00:00,,"""On nous a mis une cible"": une proviseure prend la justice à témoin des ravages de la haine en ligne .","""on nous a mis une cible"": une proviseure prend la justice à témoin des ravages de la haine en ligne .",8,1.0,8_
https://www.haberturk.com/cumhurbaskani-erdogan-tarafindan-yapilan-atamalar-resmi-gazete-de-guncel-haberler-3691473,"Atama kararları Resmi Gazete'de  Cumhurbaşkanı Recep Tayyip Erdoğan tarafından yapılan atamalar, Resmi Gazete'de yayımlandı  Cumhurbaşkanı Recep Tayyip Erdoğan’ın imzası ile Resmi Gazete'de yayımlanan kararlara göre, Irak Cumhuriyet nezdinde Türkiye Cumhuriyet Büyükelçiliğine 3 sayılı Cumhurbaşkanlığı Kararnamesinin 2, 3 ve 4’üncü maddeleri gereğince Irak ile İlişkiler Genel Müdür Yardımcısı Anıl Bora İnan atandı.  Yayımlanan kararda, Hazine ve Maliye Bakanlığında açık bulunun Vergi Başmüfettişliklerine Abdurrahman Sağlam, Ayşe Savan Özkurt, Gökhan Yıldız, Sevim Aslan Erkan ve Fatih Dündar atandı.  Ulaştırma ve Altyapı Bakanlığında Destek Hizmetleri Daire Başkanı Musa Turhan görevden alındı. Turhan’ın görevden alınması ile boş kalan Destek Hizmetleri Daire Başkanlığına Enver Verep atandı.  Çalışma ve Sosyal Güvenlik Bakanlığı Çalışma Genel Yardımcısı Hakkı Şekerbay görevden alındı.  Fotoğraf, AA tarafından servis edilmiştir, temsilidir.",2024-06-01,Cumhurbaşkanı Erdoğan tarafından yapılan atamalar Resmi Gazete'de - Güncel haberler,,Gündem,Habertürk,Haberturk.com,,tr,0.9961578249931335,https://www.haberturk.com/cumhurbaskani-erdogan-tarafindan-yapilan-atamalar-resmi-gazete-de-guncel-haberler-3691473,haberturk.com,https://data.commoncrawl.org/crawl-data/CC-NEWS/2024/06/CC-NEWS-20240601001620-04355.warc.gz,2024-06-01T00:16:20+00:00,,Cumhurbaşkanı Erdoğan tarafından yapılan atamalar Resmi Gazete'de - Güncel haberler .,cumhurbaşkanı erdoğan tarafından yapılan atamalar resmi gazete'de - güncel haberler .,0,0.05986686193731045,0_
https://www.cafepedagogique.net/2024/05/31/adolescence-et-pornographie-un-webinaire-du-crips-en-ligne/,"Dans le cadre de l’éducation à la vie affective et sexuelle (EVAS), le Crips Ile-de-France met en place depuis janvier 2024 un cycle de webinaires sur inscription gratuits. Interactifs et d’une durée d’une heure et demie environ, ils sont aussi consultables en replay sur le site de l’association. Le dernier en date, Comment discuter avec les ados de l’impact des vidéos pour adultes, consacré aux jeunes et la pornographie, est désormais en ligne.  Rappelons que le dernier rapport du Haut Conseil à l’Egalité entre les femmes et les hommes alertait sur la responsabilité de l’industrie pornographique dans l’augmentation et la banalisation de violences sexistes et sexuelles, présentes dans 90 % des contenus pornographiques sans être considérées comme problématiques par une grande partie de la population qui dit même s’en inspirer ; beaucoup de jeunes hommes de 25 à 34 ans allant jusqu’à déclarer que les filles s’attendent à cette violence et l’apprécient.  Prochain rendez-vous : Construire une séance d’éducation à la sexualité, vendredi 14 juin de 10h30 à 12h. Inscription en ligne ouverte.",2024-05-31,Adolescence et pornographie : un webinaire du Crips en ligne,,Brèves – La classe,Café pédagogique,Le Café pédagogique,https://www.cafepedagogique.net/wp-content/uploads/2024/05/une-image-contenant-texte-police-logo-graphique.jpeg,fr,0.9937782883644104,https://www.cafepedagogique.net/2024/05/31/adolescence-et-pornographie-un-webinaire-du-crips-en-ligne/,cafepedagogique.net,https://data.commoncrawl.org/crawl-data/CC-NEWS/2024/06/CC-NEWS-20240601001620-04355.warc.gz,2024-06-01T00:16:20+00:00,,Adolescence et pornographie : un webinaire du Crips en ligne .,adolescence et pornographie : un webinaire du crips en ligne .,8,0.3610008482231746,8_
https://mirtesen.ru/dispute/43094878391/Pevitsa-Byanka-pokazala-figuru-cherez-2-mesyatsa-posle-plastiki,"Пластический хирург Сеймур Алиев опубликовал в Instagram видеоролик с певицей Бьянкой, продемонстрировав результат своей работы. На информационном ресурсе применяются рекомендательные технологии (информационные технологии предоставления информации на основе сбора, систематизации и анализа сведений, относящихся к предпочтениям пользователей сети ""Интернет"", находящихся на территории Российской Федерации)",2024-05-31,Певица Бьянка показала фигуру через 2 месяца после пластики - Обсуждение статьи - 31 мая - 43094878391 - Медиаплатформа МирТесен,"одноклассники, однокурсники, соседи, сослуживцы, мир тесен, земляки, старые друзья, география, блоги домов, события вокруг, социальная сеть, карта, дом, работа, web 2.0",,Газета ру,Газета.ру - МирТесен,https://r4.mt.ru/r16/photo7C4C/20709095036-0/jpg/bp.jpeg,ru,0.9857427477836609,https://mirtesen.ru/dispute/43094878391/Pevitsa-Byanka-pokazala-figuru-cherez-2-mesyatsa-posle-plastiki,mirtesen.ru,https://data.commoncrawl.org/crawl-data/CC-NEWS/2024/06/CC-NEWS-20240601001620-04355.warc.gz,2024-06-01T00:16:22+00:00,,Певица Бьянка показала фигуру через 2 месяца после пластики - Обсуждение статьи - 31 мая - 43094878391 - Медиаплатформа МирТесен .,певица бьянка показала фигуру через 2 месяца после пластики - обсуждение статьи - 31 мая - 43094878391 - медиаплатформа миртесен .,0,1.0,0_
https://www.wptv.com/sports/mike-tyson-vs-jake-paul-boxing-match-postponed-due-to-tysons-medical-emergency,"The upcoming boxing match between Jake Paul and Mike Tyson has been postponed as the latter recovers from a recent ulcer flare-up. Over the weekend, Tyson experienced a medical emergency aboard a flight from Miami to Los Angeles that caused him to feel nauseous and dizzy. He was recovering and in stable condition by Tuesday, saying on social media, ""Now feeling 100% even though I don't need to be to beat Jake Paul.""  Now feeling 100% even though I don’t need to be to beat Jake Paul. — Mike Tyson (@MikeTyson) May 28, 2024 The 57-year-old boxing legend was expected to fight 27-year-old social media influencer-turned-fighter Jake Paul on July 20 for a livestreamed Netflix event at the Dallas Cowboys AT&T Stadium. But now it appears the flare-up has thrown a wrench in the pair's plans. Netflix announced the match was postponed because Tyson's health issue limited his ability to train for the next few weeks, putting the boxer at a disadvantage for preparation time compared to the younger fighter. The event host and its co-producer, Most Valuable Promotions, said the new heavyweight event date would be announced by June 7.  Unfortunately Jake Paul and Mike Tyson will not face-off on July 20 as planned. Tyson’s recent ulcer flare up has limited his ability to train fully for the next few weeks. — Netflix (@netflix) May 31, 2024 The fight will be rescheduled for a date later this year after Mike’s able to resume training with no… pic.twitter.com/fvXg4ccnYE ""My body is in better overall shape than it has been since the 1990s and I will be back to my full training schedule soon,"" Tyson told Netflix. ""Jake Paul, this may have bought you some time, but in the end you will still be knocked out and out of boxing for good."" ""I fully support postponing the event so Mike Tyson has no excuses come fight night,"" Paul told Netflix. ""My fans know I don't want to face Iron Mike at anything but his best, but let there be no mistake — when he steps into the ring with me, I will be ready to claim my W with a sensational finish."" Those who purchased tickets for the original match will be honored for the new one, but anyone unable to attend the postponed schedule can get a refund at their original point of purchase. To request the refund, Netflix says to email SeatGeek at dallascowboys@seatgeek.com with the subject line ""Paul vs. Tyson."" Nicknamed the Baddest Man on the Planet, Tyson currently carries a career boxing record of 50 wins — 44 being knockouts — to six losses. He's recognized as ESPN's hardest-hitting heavyweight of all time and holds the record as the youngest boxer to ever win a heavyweight title. He last won a match in 2003 before quitting the sport in 2005. Meanwhile, Paul's boxing career is just almost 6 years old, though he only entered the professional boxing world four years ago. His career record so far is nine wins — six being knockouts — to one loss, which came in his first fight with an active professional boxer, Tommy Fury, in 2021. That year, he also founded Most Valuable Promotions with his adviser Nakisa Bidarian.",2024-05-31,Mike Tyson vs. Jake Paul boxing match postponed due to Tyson's medical emergency,"Scripps News;Sports;Celebrity;Scripps News,Sports,Celebrity",Sports,Alex Arger,WPTV News Channel 5 West Palm,https://ewscripps.brightspotcdn.com/dims4/default/84e0c6d/2147483647/strip/true/crop/1280x672+0+24/resize/1200x630!/quality/90/?url=https%3A%2F%2Fewscripps.brightspotcdn.com%2Fc3%2F55%2Fb9b351d54d84bc5c146e417101cd%2Fdownload.jpeg,en,0.9763813018798828,https://www.wptv.com/sports/mike-tyson-vs-jake-paul-boxing-match-postponed-due-to-tysons-medical-emergency,wptv.com,https://data.commoncrawl.org/crawl-data/CC-NEWS/2024/06/CC-NEWS-20240601001620-04355.warc.gz,2024-06-01T00:16:20+00:00,,Mike Tyson vs. Jake Paul boxing match postponed due to Tyson's medical emergency .,mike tyson vs. jake paul boxing match postponed due to tyson's medical emergency .,-1,0.03731674476831473,-1_
https://www.wptv.com/us-news/education/he-created-one-of-the-most-iconic-toys-ever-the-super-soaker-lonnie-johnson-talks-about-perseverance,"Lonnie Johnson, the president and founder of Johnson Research and Development Co. — most famously known as the creator of the iconic Super Soaker water gun — says when it comes to ideas, his ""magic word is to persevere — to stick with it."" The inventor and engineer says he has been working on his ideas and trying to bring them to life for as long as he can remember. Johnson has more than 100 patents. When Johnson was working at NASA as an aerospace engineer, he would go home after work to research a pump idea that would end up becoming the high-performance squirt gun that became a summer favorite for kids and adults. Being environmentally friendly was also part of his idea. ""What could be more environmentally friendly than water?"" he said. After about 10 years of working on his idea, it all came together to become one of the most successful toys in recent history.  Animals and Insects  Remains of Flaco, famous NYC owl who escaped his enclosure, donated to science  Eventually becoming the bestselling water toy of all time, the Super Soaker squirt gun was inducted into the American National Toy Hall of Fame. Johnson said the business side of it was ""new territory,"" and said he decided to consider licensing the product once he saw how much it was going to cost to get started. ""Most people I showed it to liked it. Somehow the execution didn't seem to materialize,"" he said. That was until he met partners who could help him formulate the marketing and other elements of the business, which helped the idea take off. Now Johnson helps promote STEM education, urging people to pursue passions in the fields of science, technology, engineering and mathematics. ""It's just a matter of pursuing a passion, if you will, and sticking to it,"" he said. ""My magic word is to persevere, to stick with it.""",2024-05-31,"He created one of the most iconic toys ever, the Super Soaker: Lonnie Johnson talks about perseverance",Scripps News;Scripps News,,Scripps News Staff,WPTV News Channel 5 West Palm,https://ewscripps.brightspotcdn.com/dims4/default/573de31/2147483647/strip/true/crop/1920x1008+0+36/resize/1200x630!/quality/90/?url=https%3A%2F%2Fewscripps.brightspotcdn.com%2F9f%2F38%2Fe8c35c5b4daa9fad9ad8982dd6ab%2Fresize-image-template-1920x1080.jpg,en,0.9918091297149658,https://www.wptv.com/us-news/education/he-created-one-of-the-most-iconic-toys-ever-the-super-soaker-lonnie-johnson-talks-about-perseverance,wptv.com,https://data.commoncrawl.org/crawl-data/CC-NEWS/2024/06/CC-NEWS-20240601001620-04355.warc.gz,2024-06-01T00:16:21+00:00,,"He created one of the most iconic toys ever, the Super Soaker: Lonnie Johnson talks about perseverance .","he created one of the most iconic toys ever, the super soaker: lonnie johnson talks about perseverance .",7,1.0,7_
https://chacoonline.com.ar/contenido/29937/preparan-la-celebracion-del-71o-aniversario-de-la-policia-del-chaco,"Las autoridades educativas convocan a los representantes sindicales para el jueves 6 de junio. Es para tratar la titularización del nivel Terciario, en el marco de la Ley N° 3.896.  Preparan la celebración del 71º aniversario de la Policía del Chaco  Durante junio se realizarán varias actividades para celebrar el 71º aniversario de la Policía del Chaco. Habrá ceremonias protocolares, agasajos, homenajes, exposiciones artísticas, exhibiciones y mucho más. Chaco On Line Este viernes, Hugo Matkovich a cargo de la cartera de Seguridad, presenta el cronograma de actividades que se llevarán a cabo durante todo el mes de junio por el 71° aniversario de la Policía del Chaco. Una diagramación realizada en conjunto con el jefe de Policía, comisario general ®️, Fernando Javier Romero y el presidente del Instituto de Cultura, Mario Zorrilla.  Este mes contará con distintos eventos teñidos de azul, uno de ellos es la presentación de la Banda de Música de la institución a todas luces, las ceremonias más protocolares, agasajos y homenajes; también habrá exposiciones artísticas, exhibiciones y mucho más.    Cronograma  Para comenzar este Mes Aniversario de la Policía, la Banda de Música dará un evento con varios artistas invitados en el Domo del Centenario. La fecha señalada es el jueves 6 de junio. El show estará abierto a todo público desde las 18, solo se pide a los ciudadanos que asisten que lleven un alimento no perecedero, ropa, calzados o útiles, teniendo en cuenta que el show es a beneficio.  El viernes 7, desde las 8, se realizará el Izamiento de Pabellón Nacional y Bandera Provincial. Una ceremonia protocolar y simbólica, que tendrá lugar en el Parque de la Democracia de Resistencia (avenida Sarmiento 2.200).  Continuando con la seguidilla de ceremonias, el sábado 8 de junio se celebrará el Día del Periodista, en el Polígono Policial de Colonia Benítez. Se hará un agasajo informal a los trabajadores de prensa desde las 8 hasta pasado el mediodía.  Ya el lunes 10, se rendirá homenaje a todos los camaradas caídos en cumplimiento del deber y todos aquellos policías que han fallecido. El acto se hará a las 8, en la Jefatura de Policía.  Ese mismo lunes, pero a las 20.30 se dara inició a la Exposición Artística “En tinte Azul”; una exhibición de artes plásticas visuales en el Instituto Superior del Profesorado de Enseñanzas Artísticas Bellas Artes (Marcelo T. de Alvear y avenida Wilde, Resistencia). La muestra será exhibida desde el lunes 10 hasta el 14 de junio, los artistas son personas pertenecientes a la fuerza.  El martes 11 de junio, en la plazoleta Belgrano de Resistencia, se hará un cálido homenaje a los antecesores de la Policía del Chaco: Policía de Territorio Nacionales. La ceremonia iniciará a las 8.  Ese mismo martes, a las 10, se hará la celebración de Acción de Gracias en la Iglesia Cristiana Internacional (avenida Edison 1.250, Resistencia) y, a las 20, en la Iglesia Catedral seguirá la Misa.  El 12 de junio desde las 19, en la Casa de Las Culturas de Resistencia, se hará la obra de teatro “Sin Principio, Sin Final”, un espectáculo que busca retratar la vida de un policía desde sus inicios en la escuela hasta su retiro.  El sábado 15 llega el gran día de la Policía del Chaco, día en el que cumple sus 71º años como institución. El acto central se hará en la localidad de Charata y a las 9:30. La ceremonia contará con desfiles y exhibiciones de diversas unidades, así como la presentación oficial del videoclip “Para Esto Nací” dirigido por la División Prensa y Comunicación Social.  Cabe destacar que, la Obra de Teatro, el concierto de la Banda y la exhibición ""En Tinte Azul"" serán declaradas de Interés Cultural. Además, desde el 7 de junio, frente a todas las Direcciones de Zona y Direcciones Generales, se hará el correspondiente izamiento y arrío del Pabellón.  Este junio se viste de azul, la Policía cumple 71 años de servir a la comunidad; años de deber, valor y abnegación...  Durante junio se realizarán varias actividades para celebrar el 71º aniversario de la Policía del Chaco. Habrá ceremonias protocolares, agasajos, homenajes, exposiciones artísticas, exhibiciones y mucho más.  El gobernador Leandro Zdero, junto a la ministra Sofía Naidenoff, recibe a los integrantes oficiales del Consejo de Educación, en el salón de Acuerdos de Casa de Gobierno. La titular de la cartera educativa agradece al mandatario provincial que haya recibido a los miembros del organismo.  La Red Multisectorial de Atención a Niños y Adolescentes se reúne en el Centro Comunitario Municipal de Villa Río Negro. Es con la intención de coordinar acciones con la provincia para el desarrollo de distintas actividades.  Luego del lanzamiento de su sencillo “Universo”, El Sueño de Andrew sorprende a todos con un inesperado nuevo tema “Adormeciéndonos”.  Discapacidad: Organizaciones defensoras reclaman mejoras en los aranceles ""acorde al costo del servicio""  Organizaciones en defensa de las personas con discapacidad anuncian una jornada en reclamo de personas con esta problemática. Reclaman “la consecuencia de no tener un arancel acorde al costo del servicio”.  Docentes de nivel Secundario tendrán abierta la inscripción de aspirantes a interinatos y suplencias 2.025, desde el 1 al 30 de junio. Los interesados podrán hacerlo por medio de la plataforma Tu gobierno Digital.  El gobernador de Chaco, Leandro Zdero, presenta “Alerta Mujer”. Se trata de una plataforma de emergencias, prevención y erradicación de la violencia de género.  Greenpeace confirma que en Chaco hay deforestadas 19.776 hectáreas entre enero y abril de este año. Expresa expectativas de que la Corte Suprema intervenga y “frene este ecocidio”  Estudiantes de nivel Secundario de Corrientes y Resistencia podrán acceder a las Jornadas ""Conociendo UNNE"", entre el 4 y el 12 de junio. Apuntan a que los aspirantes al ingreso para el ciclo lectivo 2.025 se familiaricen con la experiencia universitaria.  Tarjeta Tuya ofrece la posibilidad de comprar artículos del rubro de la construcción en 3, 6, 9 y 12 cuotas fijas. Las consultas de las promociones en la página web de la entidad bancaria provincial.  Los cigarrillos electrónicos o vapers se consideran inofensivos y hasta una opción para abandonar el tabaquismo, pese a que la evidencia científica demuestra lo contrario. La Federación Argentina de Cardiología sostiene que son populares entre los adolescentes que sufren sus consecuencias a edades tempranas.",2024-05-31,Preparan la celebración del 71º aniversario de la Policía del Chaco,"Preparan la celebración del 71º aniversario de la Policía del Chaco | Durante junio se realizarán varias actividades para celebrar el 71º aniversario de la Policía del Chaco. Habrá ceremonias protocolares, agasajos, homenajes, exposiciones artísticas, exhibiciones y mucho más.",,Chaco,Chaco On Line,https://chacoonline.com.ar/download/multimedia.grande.b818e3ab732c3120.Q3Jvbm9ncmFtYS1EaWEtZGUtbGEtUG9saWNpYS0yNC1fZ3JhbmRlLndlYnA%3D.webp,es,0.9694440960884094,https://chacoonline.com.ar/contenido/29937/preparan-la-celebracion-del-71o-aniversario-de-la-policia-del-chaco,chacoonline.com.ar,https://data.commoncrawl.org/crawl-data/CC-NEWS/2024/06/CC-NEWS-20240601001620-04355.warc.gz,2024-06-01T00:16:20+00:00,,Preparan la celebración del 71º aniversario de la Policía del Chaco .,preparan la celebración del 71º aniversario de la policía del chaco .,-1,0.12490028763505741,-1_
